Cod;Municipio;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
4317251;Santa Tereza;45563;48548;52503;46464;45561;40844;39986;40125;40114;40533;39023;42543;44922;42921;39662;42110;37497
4317301;Santa Vitória do Palmar;700283;820109;870970;713606;623599;615575;832525;721394;769921;706013;738969;869195;991725;977358;974521;987016;1344185
4317400;Santiago;773703;801302;790644;766594;787556;850303;894292;843102;935118;1000207;996325;1158577;1208743;1273504;1299285;1334001;1442761
4317509;Santo Ângelo;1640418;2009415;1930178;1843164;1851553;1925709;2092019;1880318;2055990;2150494;2077371;2389502;2359337;2381671;2397208;2445945;2649084
4317558;Santo Antônio do Palma;51240;52930;43786;32001;45536;55731;63773;57879;61429;68515;68694;85774;89656;82711;73819;84442;89045
4317608;Santo Antônio da Patrulha;667804;701029;704570;712054;706588;866930;971788;902248;978658;974707;1055233;1311297;1336325;1245202;1224434;1346136;1274746
4317707;Santo Antônio das Missões;170350;285265;199909;157536;169432;229386;231160;218721;255495;259942;192430;308756;287977;326511;333136;336169;380408
4317756;Santo Antônio do Planalto;101147;133430;118756;65935;90082;86904;96614;81530;90609;95309;75002;119118;95931;106593;111562;97590;111507
4317806;Santo Augusto;412676;580045;460688;339920;317693;389465;407564;391529;417753;482249;399687;557118;512862;546380;556798;559167;554970
4317905;Santo Cristo;499572;554818;499653;448928;493362;597469;578718;469100;468747;457999;457618;530622;513198;502980;527332;548564;569916
4317954;Santo Expedito do Sul;44145;57477;46547;29933;40514;51560;68951;58599;59762;60366;55018;72629;74128;72695;76914;69641;74404
4318002;São Borja;1300289;1583045;1486157;1319257;1352345;1421288;1511311;1580065;1677354;1669068;1745339;2011998;1896214;1889058;1823194;1841880;1905564
4318051;São Domingos do Sul;55344;56092;54714;41475;46789;51551;61027;49568;57358;60810;56245;65233;69836;69599;67160;66541;65009
4318101;São Francisco de Assis;280143;346771;302167;283277;305689;323301;328416;329913;322438;338978;329727;436775;426426;435360;473576;467121;494105
4318200;São Francisco de Paula;618062;527686;587405;486986;520521;507466;496302;472773;556829;535698;524460;561445;573289;616780;709340;599975;614630
4318309;São Gabriel;1262726;1330743;1335083;1203921;1237121;1441591;1522557;1565737;1702482;1378868;1381113;1605447;1606083;1761813;1741553;1821059;1841546
4318408;São Jerônimo;458697;479556;500822;514637;538520;533013;547844;528575;592219;568270;580673;568289;613407;626604;619356;588137;582104
4318424;São João da Urtiga;75551;95240;88277;63569;74897;90762;101222;91950;104791;112329;112665;137088;146651;133439;131294;126236;132767
4318432;São João do Polêsine;46345;55890;53679;44968;50387;46321;58953;54326;51130;57318;56699;71276;81070;81079;77106;76753;75387
4318440;São Jorge;66737;75177;74724;58964;71904;76389;81228;74292;74668;78167;74321;86263;86754;86254;90172;85586;85329
4318457;São José das Missões;33618;55589;44726;29915;38225;42461;51107;41245;52720;53240;46195;62010;60212;59625;62912;53396;59768
4318465;São José do Herval;38786;44315;40807;38982;43017;44233;44792;44010;45128;50635;48685;56400;55438;50200;52868;51257;44948
4318481;São José do Hortêncio;105835;90924;82905;84866;84984;76385;101584;102339;131888;134565;135847;133960;149966;143067;131080;120687;122017
4318499;São José do Inhacorá;90461;58864;66473;46488;50072;50412;51299;49523;64525;68896;66741;87393;91963;85010;87498;105641;95592
4318507;São José do Norte;276921;249438;259428;259851;285461;299903;335589;312124;350821;327284;346917;364464;401668;411772;371699;441250;813317
4318606;São José do Ouro;187657;240812;188754;143699;181972;210933;223378;193276;270393;279314;263139;304758;324692;283414;359500;270061;291614
4318614;São José do Sul;70932;50917;67481;45321;46654;48727;48873;46909;52027;55043;58418;61762;66584;64482;76431;65339;60150
4318622;São José dos Ausentes;71276;73224;61118;73982;81411;83193;91299;87418;103297;75453;82550;103761;95942;109831;114465;90683;90348
4318705;São Leopoldo;5956617;5900609;6315477;6208044;6222494;6782415;7290590;6911732;7608105;7493011;7774958;7965054;8497292;8117242;7797847;8288694;9002658
4318804;São Lourenço do Sul;646033;683466;735342;657953;681656;755227;809789;826141;828606;880601;959996;1062150;1125228;1104960;1161939;1142441;1064180
4318903;São Luiz Gonzaga;680050;845637;707599;629637;640040;792923;834796;775618;893058;978503;847692;1209096;1092156;1118207;1233881;1194046;1333395
4319000;São Marcos;512977;480036;502326;512994;509813;542218;547508;579915;697278;695828;712810;744406;746260;731742;681247;784560;849003
4319109;São Martinho;155518;164796;146137;111320;124214;138501;141103;133817;162151;177772;164061;239267;211640;208406;217445;237458;222582
4319125;São Martinho da Serra;82082;114587;113217;65299;94064;112626;134067;111596;123510;134229;136614;205712;189065;184894;199927;165873;205925
4319158;São Miguel das Missões;165993;320629;182780;152800;175471;287659;299563;286789;323966;355021;195587;489667;420260;444817;520184;447607;518371
4319208;São Nicolau;79402;108522;77379;70563;75133;86634;98148;87606;102721;104006;96808;126910;115386;136284;146807;137203;155602
4319307;São Paulo das Missões;100479;124331;107095;91508;105711;121913;125267;117315;128659;128570;120207;151967;143953;143723;158601;156473;162244
4319356;São Pedro da Serra;47591;51966;54015;54798;57735;58038;56020;55461;56443;58088;68208;77813;75472;74027;71594;76393;79842
4319364;São Pedro das Missões;24392;34582;36888;22647;32158;39584;44854;35013;41188;43797;38044;55004;65421;67045;73201;61159;71366
4319372;São Pedro do Butiá;53563;83204;64259;63184;66663;86673;97795;86466;85057;85610;74003;90705;88614;90130;100840;95729;102134
4319406;São Pedro do Sul;282319;291896;297472;276210;289248;285850;308587;301774;312269;322542;303977;365592;382674;372533;375905;386887;397931
4319505;São Sebastião do Caí;497415;493162;501877;539829;556800;583322;590924;595362;665569;682278;689312;718729;721588;699955;625747;670735;701699
4319604;São Sepé;553359;680207;636873;464590;491517;546484;599607;592921;561620;578891;594772;750207;818549;813586;832339;861867;805172
4319703;São Valentim;68943;91706;86979;66045;75934;92426;100030;81747;96868;98345;86116;98866;104318;98689;100192;91547;91182
4319711;São Valentim do Sul;56661;64420;102876;125643;131776;120586;98301;66411;65797;59905;54086;57952;58111;57237;55338;57396;68493
4319737;São Valério do Sul;38008;56683;40728;26872;29616;44953;45118;45967;46595;51165;37593;64363;55882;56737;64994;55282;55405
4319752;São Vendelino;73083;69968;66159;64974;63212;62533;69086;53099;54878;71833;91660;96429;67013;69646;68201;71887;75827
4319802;São Vicente do Sul;169062;185922;182672;151196;145606;167544;176960;178364;173850;177230;177695;234440;268739;269430;240811;238146;274618
4319901;Sapiranga;1773597;1769997;1891445;1862930;1840936;1801138;2265404;2154198;2684022;2652733;2857492;2880876;3144121;3331062;3119145;3227814;3312010
4320008;Sapucaia do Sul;2530012;2688550;2879058;3225598;3459747;3485252;3511892;3472345;3829906;3622355;3810022;3566184;3667190;3534225;3025594;3221923;3391582
4320107;Sarandi;553336;670446;623721;577949;627144;629950;678768;655855;767898;800996;792175;831019;897295;883997;849277;891858;919707
4320206;Seberi;176004;223589;181410;152245;180619;219345;230823;223172;259821;288589;266193;352578;338304;350884;350843;328636;357772
4320230;Sede Nova;62851;84100;73320;50838;65764;80792;81744;76038;85145;89026;80683;111594;101711;97556;97923;94178;100496
4320263;Segredo;101582;107663;101044;91896;102546;104886;121299;111996;125827;125549;122092;145930;139148;140863;127653;137654;130978
4320305;Selbach;170376;237672;203149;148069;161344;177845;204661;182941;202225;188041;186693;231978;228861;220625;233096;224930;240209
4320321;Senador Salgado Filho;50231;85319;64427;43270;53452;70154;67461;70708;73657;84303;63525;96285;91473;94067;101066;83908;91628
4320354;Sentinela do Sul;68434;73582;66831;52604;58492;59669;70314;69947;80303;80619;88342;98885;102443;91534;99458;87428;81447
4320404;Serafina Corrêa;410759;409881;422327;420224;436434;545417;573876;565597;621791;605780;631807;651729;721656;675806;659613;647272;663509
4320453;Sério;43490;45816;47312;39711;41945;45441;40016;38100;43132;43349;45109;48111;47935;43143;42396;43932;42223
4320503;Sertão;238031;311539;252261;150692;190539;203962;231135;212735;221694;234531;228011;290853;281798;273281;283421;292773;307201
4320552;Sertão Santana;110802;145540;146533;113462;120589;113538;134616;130713;138850;146978;157138;160371;166640;175254;192670;226376;236477
4320578;Sete de Setembro;47782;65507;50526;40004;47949;64826;51178;46009;58792;59568;38295;68925;63627;62624;75470;64848;62937
4320602;Severiano de Almeida;73946;91620;83126;73432;71549;85471;105601;76188;87248;89357;86416;102802;108789;106987;106740;97223;100716
4320651;Silveira Martins;37505;38648;37429;28795;32697;36016;41186;42603;42833;43075;41212;54485;52237;53912;55250;50600;53182
4320677;Sinimbu;223673;235258;225252;193020;184979;175038;181039;187366;189068;197281;187543;220793;224614;214195;212329;206046;194310
4320701;Sobradinho;246417;257548;260059;276092;292903;307439;344292;331828;373556;340350;346315;413276;393679;378353;383921;391332;363024
4320800;Soledade;519753;609565;585254;506212;534462;547089;577739;586545;620308;718958;688804;783909;788425;813049;823304;906908;975864
4320859;Tabaí;109222;94145;96297;59192;61476;67022;66028;69830;78901;75889;99932;91303;94355;93900;82673;72227;81381
4320909;Tapejara;396959;540092;539893;470075;490873;580583;651876;675277;733581;770749;812229;861745;861357;881000;928463;1013273;1126285
4321006;Tapera;377017;492130;468021;395511;431585;479484;483155;409271;439444;450077;406623;410997;411189;417137;453115;434079;453521
4321105;Tapes;331302;337141;325439;287003;323626;322188;377348;328108;352805;338100;338503;370014;370082;380347;379908;378321;356167
4321204;Taquara;921714;899639;964557;1010051;959337;1003471;1049207;1053116;1322073;1311063;1350191;1362667;1435125;1411565;1255428;1333197;1306887
4321303;Taquari;711067;704464;811230;668257;690296;685128;746310;715974;725584;698062;729788;758392;815162;791668;734068;693330;749873
4321329;Taquaruçu do Sul;49800;61804;56875;48792;53806;59777;60451;55411;66555;63843;64131;107975;104350;100480;107628;113845;116714
4321352;Tavares;73115;72720;74336;62039;65430;65812;87121;88423;93497;82260;85339;93982;91921;87797;92399;85841;82762
4321402;Tenente Portela;223790;256547;229749;204414;212801;255131;271276;262925;278839;292101;281293;358982;365185;391587;393386;417211;421623
4321436;Terra de Areia;105322;106085;113278;137814;132176;137567;144019;134190;151594;149124;172638;185552;196919;217400;219495;217448;224160
4321451;Teutônia;910055;975069;913145;999872;975148;1003454;1065534;937600;1190921;1277884;1275990;1301783;1297480;1221696;1280582;1352920;1426977
4321469;Tio Hugo;73936;112164;87834;64608;81372;84697;83489;101056;92392;99023;96179;124299;108749;130824;122795;110024;123112
4321477;Tiradentes do Sul;105825;131425;103443;78828;76072;94503;91194;90900;101803;113467;110657;132878;126876;129715;135067;129590;125446
4321493;Toropi;48210;55782;52621;46800;48878;49388;54355;51195;55490;55962;51462;73358;73080;72284;71348;68355;71788
4321501;Torres;714158;681666;695801;698834;720702;761951;794457;799415;862771;877831;962554;1002594;1081021;1145448;1178557;1156859;1138189
4321600;Tramandaí;612505;609543;631352;665352;688530;753336;748933;768829;828936;853140;909982;980988;1040673;1026179;1023458;994702;1027972
4321626;Travesseiro;53420;58378;53848;58738;50045;58057;55559;49160;75872;66497;70654;74865;78627;68772;64774;64091;60430
4321634;Três Arroios;55844;69254;63414;52494;53017;67830;69064;54654;65782;67310;63029;143118;164562;79436;82158;75362;77973
4321667;Três Cachoeiras;125260;126006;133338;146298;161479;180110;159005;155080;198038;194615;201542;226062;246072;239871;253489;241470;254215
4321709;Três Coroas;708929;721718;784084;829544;792845;780467;851164;860688;1229604;1146808;1111434;1053416;1137204;1074294;936121;956770;942723
4321808;Três de Maio;607383;681842;635020;573562;659286;739781;763406;717278;697270;727857;754552;898457;955387;994856;1016876;1024868;1086481
4321832;Três Forquilhas;41102;41315;39129;42160;44001;43900;44804;46939;46868;46065;46324;57268;57995;59662;63045;53505;50905
4321857;Três Palmeiras;80126;116674;91122;69261;94786;93200;99634;96506;110716;108406;83930;130621;125567;126929;144720;129777;137490
4321907;Três Passos;551111;685462;619588;585546;564108;592254;598391;581685;649991;650467;710289;741702;744900;779200;781323;821949;826787
4321956;Trindade do Sul;78199;120009;89109;69000;95525;111668;124590;111761;129268;133480;111158;175549;167062;177013;173754;170781;180273
4322004;Triunfo;7488802;9283595;11365043;12034498;10631316;11299609;9729929;8623004;9683236;8249453;8169078;7984739;6429656;8759289;8290891;9156156;8885017
4322103;Tucunduva;173617;202124;167345;131838;146073;174532;176875;185270;185779;198894;168459;209619;218481;205825;219522;210920;217090
4322152;Tunas;54747;63374;63720;48171;62000;61539;76358;67586;70753;76873;57495;86461;81487;83534;75421;88614;80213
4322186;Tupanci do Sul;37294;48739;37055;24480;32315;37192;40769;34319;43623;42220;41405;52764;53765;45492;50444;47044;52331
4322202;Tupanciretã;688715;1211340;866983;525030;702514;838708;1022353;1017490;913886;1088443;840530;1356328;1177414;1191824;1262067;1136147;1281990
4322251;Tupandi;105235;115755;118474;106783;131076;150933;180876;222033;313604;320469;391368;427736;463583;491624;430535;468567;500718
4322301;Tuparendi;203040;269712;214399;157644;187194;215768;215828;222420;235634;246151;213779;281407;278772;278808;298358;278765;295762
4322327;Turuçu;140096;151019;120403;97172;89178;105651;85349;72224;73365;70608;78501;97739;100683;96686;95523;101731;96552
4322343;Ubiretama;43393;63559;48046;33919;39138;48431;45750;47576;48861;52201;43632;60983;60601;58601;65225;60804;63259
4322350;União da Serra;57446;89937;80994;64623;67142;69406;83292;67579;52568;51433;41866;60093;61184;58773;59952;53173;51758
4322376;Unistalda;38572;50377;41134;35437;44047;49148;46920;43773;50015;49388;42302;60924;57640;63322;67295;62383;68336
4322400;Uruguaiana;2454918;2509671;2610291;2354218;2425022;2369254;2638057;2573504;2593130;2473935;2634709;2845008;2891396;3076105;2826923;2927083;2771361
4322509;Vacaria;1437367;1548173;1548809;1389110;1587766;1650929;1723330;1675913;2074380;1890156;2026683;2256938;2199539;2254977;2240524;2290763;2256728
4322525;Vale Verde;66066;68757;77170;58851;69948;72205;74584;70645;68849;68288;86806;87161;89129;86478;86434;80010;76342
4322533;Vale do Sol;215757;263462;272363;224129;229392;216878;223829;298418;358964;273916;238254;266780;264150;254897;241952;236505;222662
4322541;Vale Real;83960;88547;89805;89940;99093;95409;94878;90485;100411;107221;106791;118360;131594;131577;147670;128572;129031
4322558;Vanini;46400;66721;51268;43106;48844;53600;56602;49181;52477;52846;53577;64362;63687;60531;61258;59517;58830
4322608;Venâncio Aires;3545708;2961287;2910096;2574013;2512934;2463204;2518631;2593298;2940740;2966801;2983292;3514267;3540396;3321092;2899765;2891378;3509832
4322707;Vera Cruz;430051;497671;457254;483344;588516;553219;635442;663470;663969;689724;682035;772476;772221;707262;635776;637501;651276
4322806;Veranópolis;1025765;1108414;1052278;1034715;1022489;949894;997940;1012087;1045630;1187152;1227120;1182183;1273934;1328938;1270052;1479695;1549594
4322855;Vespasiano Corrêa;42455;53166;51386;43892;48446;66797;70054;71365;58958;60812;60084;70374;70090;66957;69928;66214;67426
4322905;Viadutos;86896;107262;99281;79737;82454;99576;102949;93690;100413;111742;108060;162173;174880;170518;178312;132769;137276
4323002;Viamão;2464252;2531059;2619614;2725526;2761859;2995742;3023795;3097397;3327881;3327349;3647741;3649146;3886506;3794181;3773833;3610017;3743506
4323101;Vicente Dutra;63967;84555;73595;71791;75343;79043;92700;77534;78743;83679;88218;105763;101022;91952;107173;95225;94668
4323200;Victor Graeff;146584;205226;148612;82102;112466;125697;146920;133545;126242;146343;134758;202259;146243;170250;167629;143605;175024
